"","RunningID","IUID","ScenStart","ScenFut","Endemicity"
"1295",1295,"GHA21520","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1296",1296,"NGA36828","IA","65A.xIA","Endemic (under MDA)"
"1297",1297,"NGA36837","IA","65A.xIA","Endemic (under MDA)"
"1298",1298,"NGA36704","IA","65A.xIA","Endemic (under MDA)"
"1300",1300,"NGA36619","IA","65A.xIA","Endemic (under MDA)"
"1303",1303,"TGO48674","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1306",1306,"CMR07528","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1307",1307,"SSD44371","IA","65A.xIA","Endemic (MDA not delivered)"
"1309",1309,"ETH18899","IA","65A.xIA","Endemic (MDA not delivered)"
"1314",1314,"GHA21517","IA","65A.xIA","Endemic (under MDA)"
"1318",1318,"NGA37005","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1319",1319,"NGA37004","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1320",1320,"NGA36620","IA","65A.xIA","Endemic (under MDA)"
"1321",1321,"NGA36624","IA","65A.xIA","Endemic (under MDA)"
"1322",1322,"NGA36359","IA","65A.xIA","Endemic (under MDA)"
"1323",1323,"NGA36371","IA","65A.xIA","Endemic (under MDA)"
"1324",1324,"ETH18684","IA","65A.xIA","Endemic (MDA not delivered)"
"1326",1326,"SLE42258","IA","65A.xIA","Endemic (under MDA)"
"1327",1327,"CIV15383","IA","65A.xIA","Endemic (under MDA)"
"1328",1328,"GHA21512","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1329",1329,"CMR07531","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1334",1334,"TCD10719","IA","65A.xIA","Endemic (under MDA)"
"1342",1342,"CIV15352","IA","65A.xIA","Endemic (under MDA)"
"1343",1343,"GHA21518","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1349",1349,"SLE42256","IA","65A.xIA","Endemic (under MDA)"
"1350",1350,"GIN22621","IA","65A.xIA","Endemic (MDA not delivered)"
"1351",1351,"TGO48672","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1352",1352,"NGA36899","IA","65A.xIA","Endemic (under MDA)"
"1353",1353,"CMR07532","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1357",1357,"GHA21528","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1359",1359,"NGA36627","IA","65A.xIA","Endemic (under MDA)"
"1360",1360,"TCD10737","IA","65A.xIA","Endemic (under MDA)"
"1362",1362,"SSD44377","IA","65A.xIA","Endemic (MDA not delivered)"
"1367",1367,"NGA37006","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1368",1368,"NGA37007","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1370",1370,"SSD44380","IA","65A.xIA","Endemic (MDA not delivered)"
"1371",1371,"ETH18694","IA","65A.xIA","Endemic (under MDA)"
"1373",1373,"GHA21521","IA","65A.xIA","Endemic (under MDA)"
"1374",1374,"TGO48676","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1375",1375,"NGA36879","IA","65A.xIA","Endemic (MDA not delivered)"
"1376",1376,"NGA36893","IA","65A.xIA","Endemic (MDA not delivered)"
"1377",1377,"NGA37001","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1378",1378,"TCD10759","IA","65A.xIA","Endemic (under MDA)"
"1385",1385,"ETH18707","IA","65A.xIA","Not reported"
"1387",1387,"GIN22616","IA","65A.xIA","Endemic (MDA not delivered)"
"1388",1388,"NGA36887","IA","65A.xIA","Endemic (MDA not delivered)"
"1390",1390,"NGA37015","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1391",1391,"NGA37011","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1392",1392,"NGA36429","IA","65A.xIA","Endemic (under MDA)"
"1393",1393,"NGA36362","IA","65A.xIA","Endemic (under MDA)"
"1394",1394,"NGA36355","IA","65A.xIA","Endemic (under MDA)"
"1396",1396,"CAF09636","Rest","65B.xxA","Endemicity unknown"
"1398",1398,"SSD44369","Rest","65B.xxA","Endemic (MDA not delivered)"
"1399",1399,"ETH18697","IA","65A.xIA","Endemic (under MDA)"
"1405",1405,"GIN22623","IA","65A.xIA","Endemic (MDA not delivered)"
"1406",1406,"GHA21525","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1407",1407,"CMR07537","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1412",1412,"BEN03243","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1413",1413,"NGA36693","IA","65A.xIA","Endemic (MDA not delivered)"
"1414",1414,"NGA36369","IA","65A.xIA","Endemic (under MDA)"
"1415",1415,"NGA36354","IA","65A.xIA","Endemic (under MDA)"
"1418",1418,"SSD44358","Rest","65B.xxA","Endemic (MDA not delivered)"
"1423",1423,"SLE42257","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1424",1424,"GIN22604","IA","65A.xIA","Endemic (MDA not delivered)"
"1425",1425,"GHA21514","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1426",1426,"NGA36891","IA","65A.xIA","Endemic (under MDA)"
"1427",1427,"NGA36688","IA","65A.xIA","Endemic (MDA not delivered)"
"1428",1428,"NGA37013","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1429",1429,"NGA37071","IA","65A.xIA","Endemic (under MDA)"
"1430",1430,"NGA36358","IA","65A.xIA","Endemic (under MDA)"
"1436",1436,"GHA21519","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1438",1438,"NGA36689","IA","65A.xIA","Endemic (MDA not delivered)"
"1439",1439,"NGA37008","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1440",1440,"TCD10709","IA","65A.xIA","Endemic (under MDA)"
"1443",1443,"ETH18688","IA","65A.xIA","Endemic (under MDA)"
"1444",1444,"GHA21523","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1445",1445,"GHA21524","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1447",1447,"NGA37017","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1448",1448,"CMR07530","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1449",1449,"CMR07527","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1451",1451,"SSD44342","Rest","65B.xxA","Endemic (MDA not delivered)"
"1463",1463,"GHA21526","IA","65A.xIA","Endemic (under MDA)"
"1466",1466,"BEN03240","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1468",1468,"NGA36702","IA","65A.xIA","Endemic (MDA not delivered)"
"1471",1471,"TCD10736","IA","65A.xIA","Endemic (under MDA)"
"1472",1472,"TCD10734","IA","65A.xIA","Endemic (under MDA)"
"1480",1480,"CIV15375","IA","65A.xIA","Endemic (under MDA)"
"1481",1481,"NGA37003","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1482",1482,"SSD44338","IA","65A.xIA","Endemic (MDA not delivered)"
"1484",1484,"NGA36886","IA","65A.xIA","Endemic (under MDA)"
"1485",1485,"NGA36614","IA","65A.xIA","Endemic (under MDA)"
"1486",1486,"NGA36865","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1487",1487,"NGA37073","IA","65A.xIA","Endemic (under MDA)"
"1488",1488,"SSD44374","IA","65A.xIA","Endemic (MDA not delivered)"
"1497",1497,"GHA21505","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1498",1498,"GHA21507","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1499",1499,"NGA36898","IA","65A.xIA","Endemic (MDA not delivered)"
"1500",1500,"CMR07539","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1501",1501,"SSD44389","IA","65A.xIA","Endemic (MDA not delivered)"
"1503",1503,"ETH18853","IA","65A.xIA","Endemic (under MDA)"
"1513",1513,"GHA21503","IA","65A.xIA","Endemic (under MDA)"
"1514",1514,"GHA21529","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1517",1517,"NGA37009","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1524",1524,"SLE42259","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1525",1525,"SLE42260","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1526",1526,"GHA21515","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1527",1527,"NGA36875","IA","65A.xIA","Endemic (under MDA)"
"1528",1528,"NGA36613","IA","65A.xIA","Endemic (under MDA)"
"1529",1529,"NGA36615","IA","65A.xIA","Endemic (under MDA)"
"1531",1531,"NGA36374","IA","65A.xIA","Endemic (under MDA)"
"1532",1532,"CMR07529","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1534",1534,"TCD10696","IA","65A.xIA","Endemic (under MDA)"
"1544",1544,"NGA36881","IA","65A.xIA","Endemic (under MDA)"
"1545",1545,"NGA36874","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1546",1546,"NGA36365","IA","65A.xIA","Endemic (under MDA)"
"1547",1547,"CMR07538","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1548",1548,"SSD44361","IA","65A.xIA","Endemic (MDA not delivered)"
"1554",1554,"NGA36868","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1555",1555,"NGA36862","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1556",1556,"CMR07536","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1557",1557,"TCD10703","IA","65A.xIA","Endemic (under MDA)"
"1559",1559,"ETH18812","IA","65A.xIA","Endemic (under MDA)"
"1565",1565,"GIN22618","IA","65A.xIA","Endemic (MDA not delivered)"
"1566",1566,"CIV15410","IA","65A.xIA","Endemic (under MDA)"
"1567",1567,"NGA36838","IA","65A.xIA","Endemic (under MDA)"
"1569",1569,"NGA37014","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1570",1570,"NGA37016","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1571",1571,"NGA37012","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1572",1572,"NGA37064","IA","65A.xIA","Endemic (under MDA)"
"1573",1573,"NGA37078","IA","65A.xIA","Endemic (under MDA)"
"1574",1574,"TCD10697","IA","65A.xIA","Endemic (under MDA)"
"1575",1575,"CAF09647","Rest","65B.xxA","Endemicity unknown"
"1576",1576,"SSD44385","IA","65A.xIA","Endemic (MDA not delivered)"
"1578",1578,"SSD44382","IA","65A.xIA","Endemic (MDA not delivered)"
"1585",1585,"SLE42255","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1586",1586,"CIV15384","IA","65A.xIA","Endemic (under MDA)"
"1588",1588,"NGA37079","IA","65A.xIA","Endemic (under MDA)"
"1589",1589,"TCD10699","IA","65A.xIA","Endemic (under MDA)"
"1596",1596,"GHA21516","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1598",1598,"NGA36869","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1599",1599,"NGA37070","IA","65A.xIA","Endemic (under MDA)"
"1600",1600,"SSD44384","IA","65A.xIA","Endemic (MDA not delivered)"
"1601",1601,"ETH18791","IA","65A.xIA","Endemic (MDA not delivered)"
"1605",1605,"NGA36994","IA","65A.xIA","Endemic (MDA not delivered)"
"1607",1607,"TCD10698","IA","65A.xIA","Endemic (under MDA)"
"1608",1608,"SSD44357","IA","65A.xIA","Endemic (MDA not delivered)"
"1611",1611,"ETH19028","IA","65A.xIA","Endemic (MDA not delivered)"
"1615",1615,"CIV15373","IA","65A.xIA","Endemic (under MDA)"
"1622",1622,"ETH18814","IA","65A.xIA","Endemic (MDA not delivered)"
"1629",1629,"GIN22629","IA","65A.xIA","Endemic (MDA not delivered)"
"1630",1630,"NGA36841","IA","65A.xIA","Endemic (under MDA)"
"1631",1631,"NGA36616","IA","65A.xIA","Endemic (under MDA)"
"1632",1632,"NGA36867","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1633",1633,"NGA36871","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1634",1634,"CMR07534","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1646",1646,"NGA36361","IA","65A.xIA","Endemic (under MDA)"
"1647",1647,"TCD10718","IA","65A.xIA","Endemic (under MDA)"
"1653",1653,"ETH18957","IA","65A.xIA","Endemic (under MDA)"
"1654",1654,"CIV15353","IA","65A.xIA","Endemic (under MDA)"
"1655",1655,"CIV15351","IA","65A.xIA","Endemic (under MDA)"
"1657",1657,"NGA36870","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1658",1658,"NGA37010","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1659",1659,"NGA37068","IA","65A.xIA","Endemic (under MDA)"
"1660",1660,"ETH18763","IA","65A.xIA","Endemic (under MDA)"
"1669",1669,"NGA37069","IA","65A.xIA","Endemic (under MDA)"
"1676",1676,"NGA36826","IA","65A.xIA","Endemic (under MDA)"
"1678",1678,"NGA36816","IA","65A.xIA","Endemic (under MDA)"
"1679",1679,"ETH19000","IA","65A.xIA","Endemic (under MDA)"
"1685",1685,"NGA37065","IA","65A.xIA","Endemic (under MDA)"
"1686",1686,"NGA36356","IA","65A.xIA","Endemic (under MDA)"
"1687",1687,"CMR07540","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1688",1688,"TCD10705","IA","65A.xIA","Endemic (under MDA)"
"1690",1690,"ETH18720","IA","65A.xIA","Endemic (under MDA)"
"1693",1693,"BEN03244","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1696",1696,"NGA36873","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1697",1697,"TCD10702","IA","65A.xIA","Endemic (under MDA)"
"1708",1708,"SLE42254","IA","65A.xIA","Endemic (under MDA)"
"1709",1709,"LBR26825","IA","65A.xIA","Endemic (under MDA)"
"1710",1710,"GHA21511","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1712",1712,"NGA36864","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1718",1718,"SLE42261","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1719",1719,"SLE42253","IA","65A.xIA","Endemic (under MDA)"
"1721",1721,"CIV15374","IA","65A.xIA","Endemic (under MDA)"
"1722",1722,"BEN03246","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1723",1723,"NGA36833","IA","65A.xIA","Endemic (under MDA)"
"1724",1724,"NGA36872","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1725",1725,"NGA36863","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1726",1726,"CAF09656","Rest","65B.xxA","Endemicity unknown"
"1727",1727,"SSD44401","IA","65A.xIA","Endemic (under MDA)"
"1728",1728,"SSD44365","Rest","65B.xxA","Endemic (MDA not delivered)"
"1731",1731,"ETH18717","IA","65A.xIA","Endemic (under MDA)"
"1735",1735,"SLE42266","IA","65A.xIA","Endemic (MDA not delivered)"
"1736",1736,"SLE42265","IA","65A.xIA","Endemic (under MDA)"
"1738",1738,"NGA36824","IA","65A.xIA","Endemic (under MDA)"
"1739",1739,"NGA36814","IA","65A.xIA","Endemic (under MDA)"
"1740",1740,"TCD10704","IA","65A.xIA","Endemic (under MDA)"
"1741",1741,"CAF09652","Rest","65B.xxA","Endemicity unknown"
"1750",1750,"SLE42263","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1754",1754,"NGA36372","IA","65A.xIA","Endemic (under MDA)"
"1755",1755,"TCD10700","IA","65A.xIA","Endemic (under MDA)"
"1768",1768,"NGA36835","IA","65A.xIA","Endemic (MDA not delivered)"
"1769",1769,"NGA36836","IA","65A.xIA","Endemic (under MDA)"
"1774",1774,"NGA36827","IA","65A.xIA","Endemic (under MDA)"
"1775",1775,"NGA36840","IA","65A.xIA","Endemic (under MDA)"
"1777",1777,"TCD10701","IA","65A.xIA","Endemic (under MDA)"
"1781",1781,"NGA36866","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1782",1782,"NGA37077","IA","65A.xIA","Endemic (MDA not delivered)"
"1783",1783,"ETH19204","IA","65A.xIA","Endemic (under MDA)"
"1795",1795,"CMR07541","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1800",1800,"CIV15405","IA","65A.xIA","Endemic (under MDA)"
"1801",1801,"CIV15361","IA","65A.xIA","Endemic (under MDA)"
"1803",1803,"BEN03248","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1804",1804,"NGA36986","IA","65A.xIA","Endemic (MDA not delivered)"
"1806",1806,"NGA36830","IA","65A.xIA","Endemic (under MDA)"
"1816",1816,"NGA36997","IA","65A.xIA","Endemic (MDA not delivered)"
"1817",1817,"NGA36460","IA","65A.xIA","Endemic (under MDA)"
"1818",1818,"NGA37066","IA","65A.xIA","Endemic (under MDA)"
"1826",1826,"CIV15363","IA","65A.xIA","Endemic (under MDA)"
"1830",1830,"NGA36954","IA","65A.xIA","Endemic (under MDA)"
"1831",1831,"NGA36589","IA","65A.xIA","Endemic (under MDA)"
"1832",1832,"NGA36813","IA","65A.xIA","Endemic (under MDA)"
"1833",1833,"NGA37067","IA","65A.xIA","Endemic (under MDA)"
"1835",1835,"ETH18714","IA","65A.xIA","Endemic (MDA not delivered)"
"1840",1840,"CIV15362","IA","65A.xIA","Endemic (under MDA)"
"1841",1841,"CIV15396","IA","65A.xIA","Endemic (under MDA)"
"1842",1842,"CIV15354","IA","65A.xIA","Endemic (under MDA)"
"1844",1844,"NGA36990","IA","65A.xIA","Endemic (under MDA)"
"1845",1845,"NGA36962","IA","65A.xIA","Endemic (under MDA)"
"1846",1846,"NGA36952","IA","65A.xIA","Endemic (under MDA)"
"1847",1847,"NGA36808","IA","65A.xIA","Endemic (MDA not delivered)"
"1848",1848,"NGA36823","IA","65A.xIA","Endemic (under MDA)"
"1849",1849,"CMR07428","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1857",1857,"NGA36942","IA","65A.xIA","Endemic (under MDA)"
"1858",1858,"NGA36594","IA","65A.xIA","Endemic (under MDA)"
"1863",1863,"CIV15395","IA","65A.xIA","Endemic (under MDA)"
"1870",1870,"NGA36912","IA","65A.xIA","Endemic (under MDA)"
"1872",1872,"NGA36957","IA","65A.xIA","Endemic (under MDA)"
"1873",1873,"NGA36953","IA","65A.xIA","Endemic (MDA not delivered)"
"1874",1874,"NGA36593","IA","65A.xIA","Endemic (under MDA)"
"1875",1875,"NGA36586","IA","65A.xIA","Endemic (under MDA)"
"1876",1876,"NGA36590","IA","65A.xIA","Endemic (under MDA)"
"1879",1879,"TGO48690","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1880",1880,"NGA36947","IA","65A.xIA","Endemic (under MDA)"
"1881",1881,"NGA36587","IA","65A.xIA","Endemic (under MDA)"
"1882",1882,"NGA36466","IA","65A.xIA","Endemic (under MDA)"
"1883",1883,"CMR07425","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1889",1889,"ETH19215","IA","65A.xIA","Endemic (under MDA)"
"1896",1896,"NGA36946","IA","65A.xIA","Endemic (under MDA)"
"1897",1897,"NGA36943","IA","65A.xIA","Endemic (under MDA)"
"1898",1898,"NGA36961","IA","65A.xIA","Endemic (under MDA)"
"1899",1899,"NGA36584","IA","65A.xIA","Endemic (under MDA)"
"1900",1900,"NGA36820","IA","65A.xIA","Endemic (under MDA)"
"1902",1902,"NGA36475","IA","65A.xIA","Endemic (under MDA)"
"1903",1903,"CAF09657","Rest","65B.xxA","Endemicity unknown"
"1910",1910,"CIV15378","IA","65A.xIA","Endemic (under MDA)"
"1911",1911,"GHA21435","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1912",1912,"NGA36980","IA","65A.xIA","Endemic (MDA not delivered)"
"1913",1913,"NGA36963","IA","65A.xIA","Endemic (under MDA)"
"1914",1914,"NGA36582","IA","65A.xIA","Endemic (under MDA)"
"1917",1917,"NGA36467","IA","65A.xIA","Endemic (under MDA)"
"1918",1918,"SSD44353","IA","65A.xIA","Endemic (MDA not delivered)"
"1919",1919,"ETH18719","IA","65A.xIA","Endemic (under MDA)"
"1924",1924,"SLE42262","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1925",1925,"CIV15406","IA","65A.xIA","Endemic (under MDA)"
"1926",1926,"CIV15390","IA","65A.xIA","Endemic (under MDA)"
"1928",1928,"NGA36979","IA","65A.xIA","Endemic (under MDA)"
"1929",1929,"NGA36591","IA","65A.xIA","Endemic (under MDA)"
"1930",1930,"NGA36921","IA","65A.xIA","Endemic (under MDA)"
"1931",1931,"NGA36457","IA","65A.xIA","Endemic (under MDA)"
"1932",1932,"SSD44388","IA","65A.xIA","Endemic (MDA not delivered)"
"1939",1939,"CIV15359","IA","65A.xIA","Endemic (under MDA)"
"1941",1941,"NGA36960","IA","65A.xIA","Endemic (under MDA)"
"1942",1942,"NGA36944","IA","65A.xIA","Endemic (under MDA)"
"1943",1943,"NGA36941","IA","65A.xIA","Endemic (under MDA)"
"1944",1944,"NGA36965","IA","65A.xIA","Endemic (under MDA)"
"1945",1945,"NGA36581","IA","65A.xIA","Endemic (under MDA)"
"1946",1946,"NGA36806","IA","65A.xIA","Endemic (under MDA)"
"1947",1947,"ETH18725","IA","65A.xIA","Endemic (under MDA)"
"1951",1951,"LBR26829","IA","65A.xIA","Endemic (under MDA)"
"1955",1955,"NGA36945","IA","65A.xIA","Endemic (under MDA)"
"1956",1956,"NGA36579","IA","65A.xIA","Endemic (under MDA)"
"1957",1957,"NGA36580","IA","65A.xIA","Endemic (under MDA)"
"1958",1958,"NGA36920","IA","65A.xIA","Endemic (under MDA)"
"1959",1959,"NGA36474","IA","65A.xIA","Endemic (under MDA)"
"1960",1960,"NGA37072","IA","65A.xIA","Endemic (under MDA)"
"1961",1961,"SSD44344","IA","65A.xIA","Endemic (MDA not delivered)"
"1968",1968,"SLE42264","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1969",1969,"CIV15407","IA","65A.xIA","Endemic (under MDA)"
"1970",1970,"CIV15365","IA","65A.xIA","Endemic (under MDA)"
"1972",1972,"GHA21434","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"1976",1976,"NGA36939","IA","65A.xIA","Endemic (under MDA)"
"1977",1977,"NGA36807","IA","65A.xIA","Endemic (under MDA)"
"1978",1978,"NGA36461","IA","65A.xIA","Endemic (under MDA)"
"1981",1981,"CAF09655","IA","65A.xIA","Endemic (MDA not delivered)"
"1983",1983,"ETH19244","IA","65A.xIA","Endemic (under MDA)"
"1986",1986,"CIV15364","IA","65A.xIA","Endemic (under MDA)"
"1987",1987,"GHA21430","IA","65A.xIA","Endemic (under MDA)"
"1990",1990,"NGA36938","IA","65A.xIA","Endemic (under MDA)"
"1991",1991,"NGA36950","IA","65A.xIA","Endemic (under MDA)"
"1992",1992,"NGA36955","IA","65A.xIA","Endemic (under MDA)"
"1993",1993,"NGA36583","IA","65A.xIA","Endemic (under MDA)"
"1994",1994,"NGA36473","IA","65A.xIA","Endemic (under MDA)"
"1995",1995,"NGA36770","IA","65A.xIA","Endemic (under MDA)"
"1999",1999,"CIV15347","IA","65A.xIA","Endemic (under MDA)"
"2001",2001,"BEN03284","IA","65A.xIA","Endemic (under MDA)"
"2003",2003,"NGA36588","IA","65A.xIA","Endemic (under MDA)"
"2004",2004,"NGA36592","IA","65A.xIA","Endemic (under MDA)"
"2005",2005,"NGA36561","IA","65A.xIA","Endemic (under MDA)"
"2006",2006,"NGA36821","IA","65A.xIA","Endemic (under MDA)"
"2007",2007,"NGA36459","IA","65A.xIA","Endemic (under MDA)"
"2008",2008,"CMR07426","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2012",2012,"LBR26822","IA","65A.xIA","Endemic (under MDA)"
"2013",2013,"CIV15388","IA","65A.xIA","Endemic (under MDA)"
"2014",2014,"CIV15393","IA","65A.xIA","Endemic (under MDA)"
"2016",2016,"BEN03254","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2019",2019,"NGA36585","IA","65A.xIA","Endemic (under MDA)"
"2020",2020,"NGA36923","IA","65A.xIA","Endemic (under MDA)"
"2021",2021,"NGA36922","IA","65A.xIA","Endemic (under MDA)"
"2024",2024,"ETH18716","IA","65A.xIA","Endemic (MDA not delivered)"
"2033",2033,"BEN03288","IA","65A.xIA","Endemic (under MDA)"
"2035",2035,"NGA36958","IA","65A.xIA","Endemic (under MDA)"
"2038",2038,"ETH18718","IA","65A.xIA","Endemic (under MDA)"
"2042",2042,"LBR26819","IA","65A.xIA","Endemic (under MDA)"
"2043",2043,"NGA36903","IA","65A.xIA","Endemic (MDA not delivered)"
"2044",2044,"NGA36901","IA","65A.xIA","Endemic (MDA not delivered)"
"2045",2045,"NGA36949","IA","65A.xIA","Endemic (under MDA)"
"2046",2046,"NGA36928","IA","65A.xIA","Endemic (under MDA)"
"2047",2047,"NGA36924","IA","65A.xIA","Endemic (under MDA)"
"2053",2053,"CIV15348","IA","65A.xIA","Endemic (under MDA)"
"2054",2054,"CIV15380","IA","65A.xIA","Endemic (under MDA)"
"2055",2055,"GHA21429","IA","65A.xIA","Endemic (under MDA)"
"2059",2059,"NGA36951","IA","65A.xIA","Endemic (under MDA)"
"2060",2060,"NGA36930","IA","65A.xIA","Endemic (under MDA)"
"2061",2061,"NGA36936","IA","65A.xIA","Endemic (under MDA)"
"2064",2064,"SSD44343","IA","65A.xIA","Endemic (MDA not delivered)"
"2069",2069,"BEN03287","IA","65A.xIA","Endemic (under MDA)"
"2070",2070,"NGA36992","IA","65A.xIA","Endemic (under MDA)"
"2072",2072,"NGA36959","IA","65A.xIA","Endemic (under MDA)"
"2073",2073,"NGA36937","IA","65A.xIA","Endemic (under MDA)"
"2074",2074,"NGA36822","IA","65A.xIA","Endemic (under MDA)"
"2075",2075,"NGA36470","IA","65A.xIA","Endemic (under MDA)"
"2076",2076,"NGA36464","IA","65A.xIA","Endemic (under MDA)"
"2088",2088,"SSD44351","IA","65A.xIA","Endemic (MDA not delivered)"
"2093",2093,"CIV15355","IA","65A.xIA","Endemic (under MDA)"
"2094",2094,"CIV15376","IA","65A.xIA","Endemic (under MDA)"
"2096",2096,"BEN03281","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2097",2097,"NGA36927","IA","65A.xIA","Endemic (under MDA)"
"2098",2098,"NGA36576","IA","65A.xIA","Endemic (under MDA)"
"2101",2101,"NGA36465","IA","65A.xIA","Endemic (under MDA)"
"2102",2102,"CMR07421","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2106",2106,"ETH18985","IA","65A.xIA","Endemic (under MDA)"
"2109",2109,"TGO48695","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2110",2110,"BEN03257","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2111",2111,"BEN03283","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2112",2112,"BEN03286","IA","65A.xIA","Endemic (under MDA)"
"2113",2113,"BEN03278","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2114",2114,"BEN03280","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2115",2115,"NGA36934","IA","65A.xIA","Endemic (under MDA)"
"2116",2116,"NGA36569","IA","65A.xIA","Endemic (under MDA)"
"2118",2118,"ETH19192","IA","65A.xIA","Endemic (MDA not delivered)"
"2119",2119,"ETH19249","IA","65A.xIA","Endemic (MDA not delivered)"
"2120",2120,"ETH19254","IA","65A.xIA","Endemic (MDA not delivered)"
"2128",2128,"BEN03282","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2129",2129,"NGA36914","IA","65A.xIA","Endemic (MDA not delivered)"
"2131",2131,"NGA36935","IA","65A.xIA","Endemic (under MDA)"
"2132",2132,"NGA36567","IA","65A.xIA","Endemic (under MDA)"
"2135",2135,"ETH18930","IA","65A.xIA","Endemic (MDA not delivered)"
"2136",2136,"CIV15408","IA","65A.xIA","Endemic (under MDA)"
